gblup,EGBLUP,BA,BL,RF,RKHS
94.643,96.28509,94.83,94.643,97.182,94.875
95.242,96.37561,95.502,95.251,97.924,95.699
94.218,94.7064,94.174,94.233,99.43,94.591
94.216,94.59104,94.164,94.229,94.287,94.57
94.216,94.568,94.164,94.229,94.287,94.57
94.698,94.8462,94.64,94.671,95.21,94.807
94.152,93.04595,93.883,94.112,93.454,93.837
94.698,94.87701,94.64,94.671,95.21,94.807
94.589,95.70967,94.628,94.568,94.998,94.896
94.589,95.73517,94.628,94.568,94.998,94.896
94.589,95.76512,94.628,94.568,94.998,94.896
94.817,95.1784,94.85,94.806,96.388,95.006
93.806,94.97199,93.78,93.854,96.2,94.483
95.242,96.37761,95.502,95.251,97.924,95.699
95.242,96.41165,95.502,95.251,97.924,95.699
95.242,96.39844,95.502,95.251,97.924,95.699
94.739,95.09445,94.743,94.733,95.525,94.923
94.773,92.43548,94.818,94.717,91.452,93.504
95.091,94.64169,95.603,95.276,95.718,94.99
93.853,93.79784,93.702,93.809,92.998,93.711
94.216,94.58026,94.164,94.229,94.287,94.57
93.806,94.99467,93.78,93.854,96.2,94.483
94.643,96.3333,94.83,94.643,97.182,94.875
95.242,96.41142,95.502,95.251,97.924,95.699
95.242,96.41481,95.502,95.251,97.924,95.699
94.216,94.59955,94.164,94.229,94.287,94.57
95.242,96.40189,95.502,95.251,97.924,95.699
94.216,94.62815,94.164,94.229,94.287,94.57
94.683,95.02401,94.585,94.646,95.354,94.823
94.698,94.84332,94.64,94.671,95.21,94.807
93.847,93.69163,93.713,93.824,92.973,93.639
94.589,95.7708,94.628,94.568,94.998,94.896
93.867,94.79995,93.878,93.918,96.096,94.382
94.643,96.31952,94.83,94.643,97.182,94.875
95.242,96.43288,95.502,95.251,97.924,95.699
95.242,96.41433,95.502,95.251,97.924,95.699
95.242,96.43513,95.502,95.251,97.924,95.699
94.216,94.62713,94.164,94.229,94.287,94.57
94.698,94.85008,94.64,94.671,95.21,94.807
94.817,95.18207,94.85,94.806,96.388,95.006
94.589,95.71747,94.628,94.568,94.998,94.896
94.567,95.74999,94.595,94.53,95.039,94.885
94.643,96.32313,94.83,94.643,97.182,94.875
95.242,96.42493,95.502,95.251,97.924,95.699
93.806,94.96883,93.78,93.854,96.2,94.483
93.823,92.58505,93.827,93.83,92.031,93.324
95.119,96.18696,95.273,95.111,97.83,95.569
94.986,94.84285,95.212,95.048,94.664,94.911
94.698,94.84101,94.64,94.671,95.21,94.807
94.698,94.8304,94.64,94.671,95.21,94.807
93.847,93.65568,93.713,93.824,92.973,93.639
94.216,94.60148,94.164,94.229,94.287,94.57
94.562,94.46578,94.466,94.507,89.113,94.652
93.856,94.49572,93.862,93.886,95.598,94.414
93.806,95.00032,93.78,93.854,96.2,94.483
95.242,96.38542,95.502,95.251,97.924,95.699
95.242,96.40188,95.502,95.251,97.924,95.699
95.242,96.40494,95.502,95.251,97.924,95.699
94.698,94.82617,94.64,94.671,95.21,94.807
94.698,94.85436,94.64,94.671,95.21,94.807
93.847,93.686,93.713,93.824,92.973,93.639
94.216,94.56512,94.164,94.229,94.287,94.57
94.643,96.29776,94.83,94.643,97.182,94.875
94.226,93.6794,94.357,94.249,93.509,93.932
95.135,94.46849,95.625,95.307,94.644,94.914
94.216,94.62498,94.164,94.229,94.287,94.57
94.216,94.62489,94.164,94.229,94.287,94.57
94.216,94.6002,94.164,94.229,94.287,94.57
94.698,94.84775,94.64,94.671,95.21,94.807
94.742,94.64649,94.661,94.702,93.242,94.735
93.847,93.68259,93.713,93.824,92.973,93.639
94.589,95.71872,94.628,94.568,94.998,94.896
94.721,96.58398,94.923,94.723,97.21,94.968
94.804,96.77744,94.872,94.821,100.396,95.116
95.242,96.42154,95.502,95.251,97.924,95.699
95.242,96.40372,95.502,95.251,97.924,95.699
94.452,95.16255,94.518,94.454,94.557,94.774
95.242,96.39518,95.502,95.251,97.924,95.699
94.817,95.15016,94.85,94.806,96.388,95.006
94.698,94.87192,94.64,94.671,95.21,94.807
94.589,95.74419,94.628,94.568,94.998,94.896
94.216,94.60537,94.164,94.229,94.287,94.57
94.643,96.34632,94.83,94.643,97.182,94.875
95.242,96.40266,95.502,95.251,97.924,95.699
93.808,95.009,93.79,93.858,95.959,94.494
94.216,94.64329,94.164,94.229,94.287,94.57
95.242,96.36576,95.502,95.251,97.924,95.699
94.216,94.61506,94.164,94.229,94.287,94.57
94.144,94.09082,93.963,94.105,92.166,94.367
94.698,94.83698,94.64,94.671,95.21,94.807
94.216,94.60078,94.164,94.229,94.287,94.57
94.589,95.74147,94.628,94.568,94.998,94.896
94.889,94.74455,95.113,94.878,92.478,94.641
93.806,94.93476,93.78,93.854,96.2,94.483
94.251,94.54911,94.218,94.263,94.329,94.564
95.242,96.36387,95.502,95.251,97.924,95.699
95.242,96.40818,95.502,95.251,97.924,95.699
94.216,94.63496,94.164,94.229,94.287,94.57
94.698,94.77685,94.64,94.671,95.21,94.807
94.792,94.52189,94.694,94.743,93.667,94.764
94.216,94.59786,94.164,94.229,94.287,94.57
94.216,94.596,94.164,94.229,94.287,94.57
93.806,94.99643,93.78,93.854,96.2,94.483
95.242,96.41967,95.502,95.251,97.924,95.699
94.739,95.10525,94.743,94.733,95.525,94.923
94.218,94.68815,94.174,94.233,99.43,94.591
95.242,96.412,95.502,95.251,97.924,95.699
95.242,96.4193,95.502,95.251,97.924,95.699
94.739,95.05091,94.743,94.733,95.525,94.923
94.773,92.43993,94.818,94.717,91.452,93.504
94.216,94.66859,94.164,94.229,94.287,94.57
94.589,95.71527,94.628,94.568,94.998,94.896
94.817,95.15011,94.85,94.806,96.388,95.006
93.806,94.97336,93.78,93.854,96.2,94.483
95.006,95.5859,95.149,95.025,96.458,95.35
94.216,94.58763,94.164,94.229,94.287,94.57
95.307,96.40299,95.577,95.311,97.893,95.751
94.287,94.61999,94.244,94.293,94.19,94.604
94.687,94.61086,94.608,94.631,89.712,94.756
94.216,94.60288,94.164,94.229,94.287,94.57
93.847,93.70404,93.713,93.824,92.973,93.639
94.589,95.70049,94.628,94.568,94.998,94.896
95.194,95.86292,95.43,95.224,96.92,95.547
94.218,94.72229,94.174,94.233,99.43,94.591
94.216,94.61002,94.164,94.229,94.287,94.57
95.242,96.40761,95.502,95.251,97.924,95.699
94.698,94.81139,94.64,94.671,95.21,94.807
94.698,94.84408,94.64,94.671,95.21,94.807
93.806,94.96045,93.78,93.854,96.2,94.483
94.589,95.72522,94.628,94.568,94.998,94.896
94.216,94.62765,94.164,94.229,94.287,94.57
94.739,95.08781,94.743,94.733,95.525,94.923
93.808,95.00811,93.79,93.858,95.959,94.494
95.242,96.41521,95.502,95.251,97.924,95.699
95.242,96.39283,95.502,95.251,97.924,95.699
94.216,94.62137,94.164,94.229,94.287,94.57
94.698,94.80262,94.64,94.671,95.21,94.807
94.216,94.58959,94.164,94.229,94.287,94.57
95.266,95.64543,95.389,95.245,93.717,95.504
94.589,95.74228,94.628,94.568,94.998,94.896
94.643,96.34739,94.83,94.643,97.182,94.875
95.242,96.43284,95.502,95.251,97.924,95.699
94.216,94.58979,94.164,94.229,94.287,94.57
94.452,95.1914,94.518,94.454,94.557,94.774
94.742,94.64626,94.661,94.702,93.242,94.735
95.171,94.28116,95.63,95.334,95.345,94.854
94.404,94.63819,94.446,94.427,93.996,94.619
93.847,93.68724,93.713,93.824,92.973,93.639
94.589,95.73955,94.628,94.568,94.998,94.896
94.698,94.8319,94.64,94.671,95.21,94.807
94.244,93.72938,94.41,94.283,93.433,93.989
94.216,94.62789,94.164,94.229,94.287,94.57
96.16,95.98279,96.347,96.126,95.522,95.759
94.452,95.23268,94.518,94.454,94.557,94.774
94.216,94.55693,94.164,94.229,94.287,94.57
95.091,94.67395,95.603,95.276,95.718,94.99
94.216,94.59929,94.164,94.229,94.287,94.57
93.847,93.70331,93.713,93.824,92.973,93.639
94.216,94.57754,94.164,94.229,94.287,94.57
94.952,95.06442,94.995,94.932,92.105,94.995
95.194,95.90225,95.43,95.224,96.92,95.547
95.637,95.04086,95.85,95.654,95.3,95.559
95.242,96.44228,95.502,95.251,97.924,95.699
95.242,96.40815,95.502,95.251,97.924,95.699
94.216,94.61003,94.164,94.229,94.287,94.57
94.698,94.84148,94.64,94.671,95.21,94.807
93.806,94.95072,93.78,93.854,96.2,94.483
94.589,95.70515,94.628,94.568,94.998,94.896
94.589,95.71647,94.628,94.568,94.998,94.896
95.087,94.93058,95.584,95.271,96.469,95.06
95.242,96.39912,95.502,95.251,97.924,95.699
95.2,96.46682,95.448,95.213,97.862,95.634
96.171,96.24587,96.43,96.169,99.915,95.876
94.452,95.21342,94.518,94.454,94.557,94.774
94.216,94.59967,94.164,94.229,94.287,94.57
94.773,92.45111,94.818,94.717,91.452,93.504
94.216,94.56418,94.164,94.229,94.287,94.57
94.589,95.72154,94.628,94.568,94.998,94.896
94.589,95.70894,94.628,94.568,94.998,94.896
94.739,95.13171,94.743,94.733,95.525,94.923
95.941,97.01246,96.635,96.012,94.922,95.733
94.949,94.862,95.071,94.89,93.381,95.117
95.242,96.39882,95.502,95.251,97.924,95.699
94.216,94.57533,94.164,94.229,94.287,94.57
94.739,95.08952,94.743,94.733,95.525,94.923
94.698,94.84727,94.64,94.671,95.21,94.807
94.216,94.58612,94.164,94.229,94.287,94.57
93.847,93.67163,93.713,93.824,92.973,93.639
94.672,95.59145,94.746,94.67,94.962,94.906
94.703,94.82655,94.624,94.68,95.216,94.807
93.806,94.9808,93.78,93.854,96.2,94.483
95.242,96.37333,95.502,95.251,97.924,95.699
95.242,96.39437,95.502,95.251,97.924,95.699
95.242,96.40463,95.502,95.251,97.924,95.699
94.216,94.61531,94.164,94.229,94.287,94.57
94.698,94.85502,94.64,94.671,95.21,94.807
93.806,94.95636,93.78,93.854,96.2,94.483
94.589,95.72119,94.628,94.568,94.998,94.896
94.589,95.71396,94.628,94.568,94.998,94.896
94.643,96.35276,94.83,94.643,97.182,94.875
93.808,94.98079,93.79,93.858,95.959,94.494
94.216,94.61044,94.164,94.229,94.287,94.57
95.242,96.38365,95.502,95.251,97.924,95.699
94.643,96.32807,94.83,94.643,97.182,94.875
94.216,94.60316,94.164,94.229,94.287,94.57
94.773,92.42037,94.818,94.717,91.452,93.504
94.698,94.84453,94.64,94.671,95.21,94.807
93.806,94.99745,93.78,93.854,96.2,94.483
94.216,94.63136,94.164,94.229,94.287,94.57
94.219,94.06091,94.333,94.275,91.695,93.931
93.806,94.93981,93.78,93.854,96.2,94.483
95.242,96.41736,95.502,95.251,97.924,95.699
95.242,96.42226,95.502,95.251,97.924,95.699
96.13,96.11325,96.326,96.108,95.428,95.791
95.384,95.38497,95.605,95.375,94.715,95.423
94.728,94.72227,94.661,94.69,94.065,94.749
94.698,94.82493,94.64,94.671,95.21,94.807
94.216,94.59765,94.164,94.229,94.287,94.57
94.589,95.69193,94.628,94.568,94.998,94.896
93.494,92.44152,93.275,93.508,90.527,93.098
94.643,96.2965,94.83,94.643,97.182,94.875
93.938,95.22262,93.954,93.999,96.034,94.625
94.216,94.57401,94.164,94.229,94.287,94.57
95.242,96.4574,95.502,95.251,97.924,95.699
95.242,96.43015,95.502,95.251,97.924,95.699
94.216,94.546,94.164,94.229,94.287,94.57
95.096,94.63066,95.588,95.285,95.744,94.991
93.806,94.95101,93.78,93.854,96.2,94.483
93.847,93.6929,93.713,93.824,92.973,93.639
94.942,94.38092,95.231,94.96,94.062,94.565
94.817,95.12181,94.85,94.806,96.388,95.006
93.806,94.99686,93.78,93.854,96.2,94.483
94.739,95.10732,94.743,94.733,95.525,94.923
95.242,96.40516,95.502,95.251,97.924,95.699
94.814,96.14909,95.151,94.833,97.131,95.245
94.771,94.64957,94.892,94.834,95.633,94.768
94.756,94.44152,94.802,94.779,92.604,94.592
94.216,94.60112,94.164,94.229,94.287,94.57
93.847,93.65023,93.713,93.824,92.973,93.639
93.806,94.96181,93.78,93.854,96.2,94.483
95.048,95.17344,95.111,95.011,93.501,95.269
93.806,94.95091,93.78,93.854,96.2,94.483
95.242,96.38212,95.502,95.251,97.924,95.699
95.242,96.44626,95.502,95.251,97.924,95.699
93.823,92.60373,93.827,93.83,92.031,93.324
94.216,94.60879,94.164,94.229,94.287,94.57
94.74,94.58476,94.651,94.697,93.276,94.705
93.876,93.38042,93.964,93.999,91.068,93.713
93.847,93.70015,93.713,93.824,92.973,93.639
93.806,95.02993,93.78,93.854,96.2,94.483
95.176,94.71025,95.728,95.369,93.59,95.03
95.021,96.92157,95.188,95.056,96.642,95.286
95.242,96.38444,95.502,95.251,97.924,95.699
95.242,96.41874,95.502,95.251,97.924,95.699
94.644,94.63867,94.515,94.647,95.394,94.734
94.216,94.6002,94.164,94.229,94.287,94.57
94.698,94.85301,94.64,94.671,95.21,94.807
94.224,94.17936,94.16,94.231,94.241,94.501
93.847,93.71539,93.713,93.824,92.973,93.639
94.208,92.81638,94.141,94.176,92.515,93.657
94.649,95.54479,94.611,94.617,95.722,94.868
95.024,95.92772,95.224,95.017,97.14,95.465
95.006,95.61009,95.149,95.025,96.458,95.35
95.242,96.39958,95.502,95.251,97.924,95.699
94.216,94.59992,94.164,94.229,94.287,94.57
94.216,94.59792,94.164,94.229,94.287,94.57
95.22,94.40447,95.758,95.39,91.764,94.955
93.806,94.98772,93.78,93.854,96.2,94.483
93.847,93.70238,93.713,93.824,92.973,93.639
94.589,95.70676,94.628,94.568,94.998,94.896
94.643,96.3,94.83,94.643,97.182,94.875
95.242,96.4296,95.502,95.251,97.924,95.699
94.218,94.67403,94.174,94.233,99.43,94.591
95.242,96.41112,95.502,95.251,97.924,95.699
94.879,94.16931,95.077,95.001,93.256,94.644
94.216,94.59459,94.164,94.229,94.287,94.57
94.698,94.84507,94.64,94.671,95.21,94.807
93.806,94.94065,93.78,93.854,96.2,94.483
94.578,95.18642,94.553,94.542,94.4,94.806
94.589,95.69364,94.628,94.568,94.998,94.896
94.784,94.87941,94.765,94.764,92.435,94.851
95.242,96.40663,95.502,95.251,97.924,95.699
94.218,94.66487,94.174,94.233,99.43,94.591
96.171,96.27303,96.43,96.169,99.915,95.876
94.216,94.60154,94.164,94.229,94.287,94.57
94.698,94.84935,94.64,94.671,95.21,94.807
94.583,94.12983,94.592,94.621,91.242,94.445
94.216,94.57457,94.164,94.229,94.287,94.57
94.894,95.7915,94.992,94.897,95.169,95.069
93.746,94.58899,93.738,93.817,94.776,94.384
95.169,94.73383,95.71,95.349,95.923,95.071
95.242,96.43813,95.502,95.251,97.924,95.699
95.242,96.37365,95.502,95.251,97.924,95.699
96.171,96.2738,96.43,96.169,99.915,95.876
94.216,94.62107,94.164,94.229,94.287,94.57
94.216,94.62702,94.164,94.229,94.287,94.57
94.455,93.98336,94.187,94.384,94.836,94.422
93.806,94.98407,93.78,93.854,96.2,94.483
93.847,93.674,93.713,93.824,92.973,93.639
94.589,95.73578,94.628,94.568,94.998,94.896
94.643,96.34319,94.83,94.643,97.182,94.875
95.242,96.4084,95.502,95.251,97.924,95.699
95.242,96.38691,95.502,95.251,97.924,95.699
95.242,96.41031,95.502,95.251,97.924,95.699
94.698,94.85637,94.64,94.671,95.21,94.807
94.216,94.57952,94.164,94.229,94.287,94.57
94.698,94.84827,94.64,94.671,95.21,94.807
93.806,94.94464,93.78,93.854,96.2,94.483
94.589,95.75689,94.628,94.568,94.998,94.896
95.066,94.69799,95.4,95.135,93.69,94.692
94.703,96.11215,94.928,94.707,97.007,94.796
95.242,96.37464,95.502,95.251,97.924,95.699
94.216,94.62457,94.164,94.229,94.287,94.57
94.216,94.57228,94.164,94.229,94.287,94.57
96.13,96.15203,96.326,96.108,95.428,95.791
94.216,94.58545,94.164,94.229,94.287,94.57
94.773,92.42744,94.818,94.717,91.452,93.504
94.388,94.48246,94.355,94.412,94.132,94.626
94.589,95.7302,94.628,94.568,94.998,94.896
93.806,94.96368,93.78,93.854,96.2,94.483
93.806,94.93265,93.78,93.854,96.2,94.483
95.242,96.41802,95.502,95.251,97.924,95.699
95.635,95.09209,95.84,95.65,94.526,95.569
95.242,96.42109,95.502,95.251,97.924,95.699
94.216,94.60815,94.164,94.229,94.287,94.57
94.216,94.56192,94.164,94.229,94.287,94.57
94.821,94.67204,94.768,94.775,90.023,94.818
93.806,94.93631,93.78,93.854,96.2,94.483
94.589,95.74211,94.628,94.568,94.998,94.896
94.589,95.72094,94.628,94.568,94.998,94.896
94.703,96.19882,94.928,94.707,97.007,94.796
95.242,96.3945,95.502,95.251,97.924,95.699
95.242,96.37067,95.502,95.251,97.924,95.699
96.041,96.06951,96.194,95.992,94.907,95.658
94.216,94.62279,94.164,94.229,94.287,94.57
94.619,94.53532,94.432,94.562,93.242,94.606
94.698,94.83291,94.64,94.671,95.21,94.807
93.806,94.99778,93.78,93.854,96.2,94.483
93.847,93.71077,93.713,93.824,92.973,93.639
94.589,95.70048,94.628,94.568,94.998,94.896
94.685,94.99106,94.639,94.691,94.952,94.829
94.698,94.84804,94.64,94.671,95.21,94.807
95.242,96.39187,95.502,95.251,97.924,95.699
95.242,96.38371,95.502,95.251,97.924,95.699
95.242,96.42696,95.502,95.251,97.924,95.699
94.216,94.6055,94.164,94.229,94.287,94.57
94.698,94.8878,94.64,94.671,95.21,94.807
94.216,94.57817,94.164,94.229,94.287,94.57
94.76,95.35566,94.886,94.732,94.743,94.886
93.806,94.99592,93.78,93.854,96.2,94.483
94.748,94.62193,94.646,94.71,93.225,94.734
94.739,95.09728,94.743,94.733,95.525,94.923
94.218,94.68848,94.174,94.233,99.43,94.591
95.242,96.43066,95.502,95.251,97.924,95.699
95.242,96.42875,95.502,95.251,97.924,95.699
94.216,94.59057,94.164,94.229,94.287,94.57
95.135,94.45621,95.625,95.307,94.644,94.914
94.216,94.60922,94.164,94.229,94.287,94.57
94.589,95.72098,94.628,94.568,94.998,94.896
93.806,94.9487,93.78,93.854,96.2,94.483
94.643,96.2759,94.83,94.643,97.182,94.875
93.806,94.92449,93.78,93.854,96.2,94.483
94.218,94.70121,94.174,94.233,99.43,94.591
96.171,96.2787,96.43,96.169,99.915,95.876
95.242,96.41168,95.502,95.251,97.924,95.699
94.216,94.63138,94.164,94.229,94.287,94.57
94.745,95.15551,94.709,94.715,95.522,94.898
94.216,94.59691,94.164,94.229,94.287,94.57
94.589,95.72704,94.628,94.568,94.998,94.896
93.806,94.95577,93.78,93.854,96.2,94.483
95.182,94.65631,95.712,95.377,94.708,95.032
95.242,96.43225,95.502,95.251,97.924,95.699
95.242,96.41658,95.502,95.251,97.924,95.699
95.242,96.36562,95.502,95.251,97.924,95.699
94.216,94.5826,94.164,94.229,94.287,94.57
94.703,94.82345,94.624,94.68,95.216,94.807
94.698,94.82391,94.64,94.671,95.21,94.807
93.806,94.96595,93.78,93.854,96.2,94.483
94.589,95.70219,94.628,94.568,94.998,94.896
93.806,94.98495,93.78,93.854,96.2,94.483
94.643,96.3354,94.83,94.643,97.182,94.875
95.242,96.41647,95.502,95.251,97.924,95.699
94.048,94.43794,93.896,94.059,98.681,94.46
96.171,96.30048,96.43,96.169,99.915,95.876
94.216,94.6305,94.164,94.229,94.287,94.57
94.817,95.13744,94.85,94.806,96.388,95.006
94.698,94.8346,94.64,94.671,95.21,94.807
93.807,94.47402,93.836,93.882,94.773,94.29
94.589,95.74777,94.628,94.568,94.998,94.896
93.806,94.96459,93.78,93.854,96.2,94.483
94.703,96.14202,94.928,94.707,97.007,94.796
94.455,93.96163,94.187,94.384,94.836,94.422
94.216,94.61044,94.164,94.229,94.287,94.57
95.152,95.68386,95.37,95.135,95.925,95.444
95.242,96.43976,95.502,95.251,97.924,95.699
94.216,94.60753,94.164,94.229,94.287,94.57
94.739,95.09966,94.743,94.733,95.525,94.923
93.385,90.35301,93.196,93.4,87.769,92.181
93.847,93.65647,93.713,93.824,92.973,93.639
93.867,94.83266,93.878,93.918,96.096,94.382
94.789,94.90374,94.749,94.772,93.72,94.852
94.698,94.84486,94.64,94.671,95.21,94.807
94.216,94.54291,94.164,94.229,94.287,94.57
95.788,95.85074,96.259,95.81,96.435,95.804
95.242,96.38362,95.502,95.251,97.924,95.699
94.216,94.57846,94.164,94.229,94.287,94.57
94.779,94.67135,94.713,94.737,90.031,94.748
94.216,94.57857,94.164,94.229,94.287,94.57
94.589,95.7599,94.628,94.568,94.998,94.896
93.806,94.99334,93.78,93.854,96.2,94.483
94.781,94.88398,94.731,94.752,95.208,94.891
95.242,96.43791,95.502,95.251,97.924,95.699
94.452,95.17891,94.518,94.454,94.557,94.774
96.175,96.01696,96.348,96.138,95.873,95.786
95.242,96.42338,95.502,95.251,97.924,95.699
94.821,94.68028,94.768,94.775,90.023,94.818
94.698,94.84944,94.64,94.671,95.21,94.807
94.177,93.61079,94.075,94.147,93.667,94.123
94.216,94.58855,94.164,94.229,94.287,94.57
93.806,94.98682,93.78,93.854,96.2,94.483
94.643,96.33354,94.83,94.643,97.182,94.875
95.242,96.40164,95.502,95.251,97.924,95.699
94.218,94.71183,94.174,94.233,99.43,94.591
94.216,94.6487,94.164,94.229,94.287,94.57
94.643,96.29861,94.83,94.643,97.182,94.875
95.242,96.43618,95.502,95.251,97.924,95.699
94.773,92.47786,94.818,94.717,91.452,93.504
94.748,94.64358,94.646,94.71,93.225,94.734
94.216,94.64126,94.164,94.229,94.287,94.57
94.58,95.54296,94.577,94.55,95.111,94.85
94.589,95.72117,94.628,94.568,94.998,94.896
93.808,94.98209,93.79,93.858,95.959,94.494
94.753,95.32914,94.779,94.757,97.932,95.004
94.414,94.72512,94.397,94.419,95.023,94.677
95.242,96.4055,95.502,95.251,97.924,95.699
95.242,96.42797,95.502,95.251,97.924,95.699
94.776,94.96108,94.746,94.744,95.538,94.891
94.698,94.8059,94.64,94.671,95.21,94.807
94.216,94.59082,94.164,94.229,94.287,94.57
94.216,94.6073,94.164,94.229,94.287,94.57
94.589,95.68419,94.628,94.568,94.998,94.896
95.298,94.6098,95.87,95.467,91.712,95.057
94.742,94.64006,94.661,94.702,93.242,94.735
94.218,94.66624,94.174,94.233,99.43,94.591
95.242,96.37731,95.502,95.251,97.924,95.699
94.216,94.62975,94.164,94.229,94.287,94.57
94.216,94.59176,94.164,94.229,94.287,94.57
94.654,94.75476,94.585,94.625,95.539,94.696
93.806,94.93696,93.78,93.854,96.2,94.483
94.589,95.74196,94.628,94.568,94.998,94.896
94.589,95.6969,94.628,94.568,94.998,94.896
94.84,94.07846,94.972,94.851,88.476,94.645
95.242,96.40761,95.502,95.251,97.924,95.699
93.806,94.91375,93.78,93.854,96.2,94.483
96.344,95.78544,97.113,96.491,96.659,95.864
95.242,96.39359,95.502,95.251,97.924,95.699
94.216,94.60647,94.164,94.229,94.287,94.57
94.742,94.62223,94.661,94.702,93.242,94.735
93.806,94.99143,93.78,93.854,96.2,94.483
94.589,95.71896,94.628,94.568,94.998,94.896
94.177,93.66712,94.075,94.147,93.667,94.123
95.242,96.43738,95.502,95.251,97.924,95.699
95.242,96.37085,95.502,95.251,97.924,95.699
95.242,96.42346,95.502,95.251,97.924,95.699
95.788,95.87592,96.259,95.81,96.435,95.804
95.242,96.41159,95.502,95.251,97.924,95.699
94.216,94.6173,94.164,94.229,94.287,94.57
94.698,94.83205,94.64,94.671,95.21,94.807
94.216,94.64025,94.164,94.229,94.287,94.57
94.216,94.57865,94.164,94.229,94.287,94.57
93.806,94.93943,93.78,93.854,96.2,94.483
95.137,94.88878,95.691,95.346,95.972,95.109
95.242,96.40773,95.502,95.251,97.924,95.699
93.806,94.93295,93.78,93.854,96.2,94.483
95.242,96.41274,95.502,95.251,97.924,95.699
95.118,95.64189,95.255,95.123,96.332,95.337
94.207,92.65172,93.997,94.189,94.289,93.75
94.698,94.85246,94.64,94.671,95.21,94.807
94.216,94.60316,94.164,94.229,94.287,94.57
94.599,95.70125,94.679,94.584,95.139,94.914
93.806,94.962,93.78,93.854,96.2,94.483
95.181,96.25034,95.461,95.214,97.83,95.597
95.242,96.40909,95.502,95.251,97.924,95.699
95.242,96.39941,95.502,95.251,97.924,95.699
95.152,95.66264,95.37,95.135,95.925,95.444
94.644,94.65436,94.515,94.647,95.394,94.734
94.254,93.69749,94.241,94.24,93.601,94.301
94.776,94.90447,94.746,94.744,95.538,94.891
94.22,94.76175,94.185,94.238,99.368,94.614
94.589,95.74753,94.628,94.568,94.998,94.896
94.589,95.72268,94.628,94.568,94.998,94.896
95.219,94.85857,95.702,95.396,95.028,95.095
94.742,94.88431,94.658,94.702,95.478,94.884
94.218,94.66393,94.174,94.233,99.43,94.591
