GBLUP,EGBLUP,BayesA,BayesL,RF,RKHS
94.643,96.18975,94.781,94.714,96.768,94.941
95.242,96.27361,95.449,95.408,98.086,95.929
94.218,94.68509,94.217,94.231,99.655,94.627
94.216,94.61495,94.207,94.215,94.296,94.623
94.216,94.5776,94.207,94.215,94.296,94.623
94.698,94.87487,94.645,94.659,95.255,94.791
94.152,93.20415,93.943,94.018,93.406,93.704
94.698,94.87216,94.645,94.659,95.255,94.791
94.589,95.52826,94.606,94.614,94.934,95.007
94.589,95.52566,94.606,94.614,94.934,95.007
94.589,95.50738,94.606,94.614,94.934,95.007
94.817,95.19233,94.872,94.839,96.427,95.053
93.806,94.88051,93.877,93.821,96.322,94.508
95.242,96.34896,95.449,95.408,98.086,95.929
95.242,96.38293,95.449,95.408,98.086,95.929
95.242,96.32215,95.449,95.408,98.086,95.929
94.739,95.07948,94.76,94.751,95.568,94.969
94.773,92.59335,94.754,94.76,91.773,93.239
95.091,94.79673,95.54,95.544,95.706,95.03
93.853,93.76211,93.733,93.742,92.898,93.681
94.216,94.60556,94.207,94.215,94.296,94.623
93.806,94.84385,93.877,93.821,96.322,94.508
94.643,96.1521,94.781,94.714,96.768,94.941
95.242,96.3147,95.449,95.408,98.086,95.929
95.242,96.3552,95.449,95.408,98.086,95.929
94.216,94.62933,94.207,94.215,94.296,94.623
95.242,96.31004,95.449,95.408,98.086,95.929
94.216,94.61171,94.207,94.215,94.296,94.623
94.683,95.04657,94.627,94.635,95.134,94.788
94.698,94.82858,94.645,94.659,95.255,94.791
93.847,93.64699,93.775,93.764,92.902,93.625
94.589,95.49316,94.606,94.614,94.934,95.007
93.867,94.77471,93.907,93.868,96.196,94.366
94.643,96.15447,94.781,94.714,96.768,94.941
95.242,96.32348,95.449,95.408,98.086,95.929
95.242,96.35081,95.449,95.408,98.086,95.929
95.242,96.30963,95.449,95.408,98.086,95.929
94.216,94.64015,94.207,94.215,94.296,94.623
94.698,94.84199,94.645,94.659,95.255,94.791
94.817,95.16233,94.872,94.839,96.427,95.053
94.589,95.51315,94.606,94.614,94.934,95.007
94.567,95.48632,94.571,94.582,94.891,95.048
94.643,96.1061,94.781,94.714,96.768,94.941
95.242,96.33378,95.449,95.408,98.086,95.929
93.806,94.91635,93.877,93.821,96.322,94.508
93.823,92.69338,93.889,93.859,91.979,93.167
95.119,96.13104,95.209,95.169,97.943,95.715
94.986,94.82362,95.191,95.152,94.908,95.003
94.698,94.83947,94.645,94.659,95.255,94.791
94.698,94.87114,94.645,94.659,95.255,94.791
93.847,93.62076,93.775,93.764,92.902,93.625
94.216,94.6077,94.207,94.215,94.296,94.623
94.562,94.60817,94.411,94.47,90.76,94.616
93.856,94.43162,93.959,93.877,95.672,94.38
93.806,94.8841,93.877,93.821,96.322,94.508
95.242,96.35724,95.449,95.408,98.086,95.929
95.242,96.30988,95.449,95.408,98.086,95.929
95.242,96.35516,95.449,95.408,98.086,95.929
94.698,94.83279,94.645,94.659,95.255,94.791
94.698,94.86453,94.645,94.659,95.255,94.791
93.847,93.66501,93.775,93.764,92.902,93.625
94.216,94.61259,94.207,94.215,94.296,94.623
94.643,96.14179,94.781,94.714,96.768,94.941
94.226,93.85857,94.405,94.37,93.44,93.664
95.135,94.59357,95.546,95.563,94.71,94.93
94.216,94.58864,94.207,94.215,94.296,94.623
94.216,94.59299,94.207,94.215,94.296,94.623
94.216,94.60186,94.207,94.215,94.296,94.623
94.698,94.82603,94.645,94.659,95.255,94.791
94.742,94.62784,94.651,94.678,93.701,94.69
93.847,93.67513,93.775,93.764,92.902,93.625
94.589,95.51047,94.606,94.614,94.934,95.007
94.721,96.36971,94.891,94.823,96.82,95.018
94.804,96.56532,94.858,94.838,100.964,95.186
95.242,96.26887,95.449,95.408,98.086,95.929
95.242,96.33525,95.449,95.408,98.086,95.929
94.452,95.13623,94.514,94.504,94.574,94.911
95.242,96.3021,95.449,95.408,98.086,95.929
94.817,95.2254,94.872,94.839,96.427,95.053
94.698,94.85631,94.645,94.659,95.255,94.791
94.589,95.50048,94.606,94.614,94.934,95.007
94.216,94.61775,94.207,94.215,94.296,94.623
94.643,96.11486,94.781,94.714,96.768,94.941
95.242,96.36109,95.449,95.408,98.086,95.929
93.808,94.86073,93.887,93.838,96.033,94.51
94.216,94.61594,94.207,94.215,94.296,94.623
95.242,96.33851,95.449,95.408,98.086,95.929
94.216,94.622,94.207,94.215,94.296,94.623
94.144,94.18427,93.874,94.004,92.102,94.268
94.698,94.86324,94.645,94.659,95.255,94.791
94.216,94.62607,94.207,94.215,94.296,94.623
94.589,95.51743,94.606,94.614,94.934,95.007
94.889,95.02678,95.211,95.021,91.514,94.609
93.806,94.91827,93.877,93.821,96.322,94.508
94.251,94.54615,94.275,94.263,94.343,94.624
95.242,96.33504,95.449,95.408,98.086,95.929
95.242,96.31256,95.449,95.408,98.086,95.929
94.216,94.59454,94.207,94.215,94.296,94.623
94.698,94.84373,94.645,94.659,95.255,94.791
94.792,94.58888,94.655,94.708,93.774,94.647
94.216,94.60799,94.207,94.215,94.296,94.623
94.216,94.58411,94.207,94.215,94.296,94.623
93.806,94.87427,93.877,93.821,96.322,94.508
95.242,96.3265,95.449,95.408,98.086,95.929
94.739,95.12687,94.76,94.751,95.568,94.969
94.218,94.68238,94.217,94.231,99.655,94.627
95.242,96.32367,95.449,95.408,98.086,95.929
95.242,96.34058,95.449,95.408,98.086,95.929
94.739,95.11111,94.76,94.751,95.568,94.969
94.773,92.5938,94.754,94.76,91.773,93.239
94.216,94.63798,94.207,94.215,94.296,94.623
94.589,95.54867,94.606,94.614,94.934,95.007
94.817,95.1975,94.872,94.839,96.427,95.053
93.806,94.88161,93.877,93.821,96.322,94.508
95.006,95.45328,95.143,95.119,96.903,95.471
94.216,94.617,94.207,94.215,94.296,94.623
95.307,96.31123,95.518,95.488,97.953,95.96
94.287,94.60589,94.25,94.279,94.181,94.644
94.687,94.66966,94.582,94.607,91.443,94.706
94.216,94.64736,94.207,94.215,94.296,94.623
93.847,93.62412,93.775,93.764,92.902,93.625
94.589,95.50615,94.606,94.614,94.934,95.007
95.194,95.75645,95.378,95.369,97.437,95.695
94.218,94.66945,94.217,94.231,99.655,94.627
94.216,94.66028,94.207,94.215,94.296,94.623
95.242,96.33576,95.449,95.408,98.086,95.929
94.698,94.87795,94.645,94.659,95.255,94.791
94.698,94.90605,94.645,94.659,95.255,94.791
93.806,94.87812,93.877,93.821,96.322,94.508
94.589,95.52951,94.606,94.614,94.934,95.007
94.216,94.59261,94.207,94.215,94.296,94.623
94.739,95.07662,94.76,94.751,95.568,94.969
93.808,94.79006,93.887,93.838,96.033,94.51
95.242,96.3771,95.449,95.408,98.086,95.929
95.242,96.32871,95.449,95.408,98.086,95.929
94.216,94.61795,94.207,94.215,94.296,94.623
94.698,94.83757,94.645,94.659,95.255,94.791
94.216,94.59049,94.207,94.215,94.296,94.623
95.266,95.67426,95.335,95.312,93.803,95.534
94.589,95.50226,94.606,94.614,94.934,95.007
94.643,96.15054,94.781,94.714,96.768,94.941
95.242,96.32694,95.449,95.408,98.086,95.929
94.216,94.59293,94.207,94.215,94.296,94.623
94.452,95.14256,94.514,94.504,94.574,94.911
94.742,94.66612,94.651,94.678,93.701,94.69
95.171,94.50896,95.58,95.576,95.433,94.887
94.404,94.58342,94.442,94.465,93.99,94.696
93.847,93.63785,93.775,93.764,92.902,93.625
94.589,95.49801,94.606,94.614,94.934,95.007
94.698,94.87102,94.645,94.659,95.255,94.791
94.244,93.84908,94.468,94.391,93.423,93.733
94.216,94.61893,94.207,94.215,94.296,94.623
96.16,95.98554,96.216,96.234,95.557,95.812
94.452,95.16488,94.514,94.504,94.574,94.911
94.216,94.61461,94.207,94.215,94.296,94.623
95.091,94.78558,95.54,95.544,95.706,95.03
94.216,94.60665,94.207,94.215,94.296,94.623
93.847,93.60353,93.775,93.764,92.902,93.625
94.216,94.57651,94.207,94.215,94.296,94.623
94.952,95.04707,95.004,94.95,91.692,95.038
95.194,95.77236,95.378,95.369,97.437,95.695
95.637,95.24822,95.777,95.779,95.223,95.543
95.242,96.33627,95.449,95.408,98.086,95.929
95.242,96.32187,95.449,95.408,98.086,95.929
94.216,94.63044,94.207,94.215,94.296,94.623
94.698,94.84873,94.645,94.659,95.255,94.791
93.806,94.86818,93.877,93.821,96.322,94.508
94.589,95.50265,94.606,94.614,94.934,95.007
94.589,95.497,94.606,94.614,94.934,95.007
95.087,95.04188,95.527,95.485,96.43,95.069
95.242,96.28622,95.449,95.408,98.086,95.929
95.2,96.35832,95.35,95.347,97.993,95.866
96.171,96.23743,96.311,96.303,99.641,95.975
94.452,95.17117,94.514,94.504,94.574,94.911
94.216,94.60036,94.207,94.215,94.296,94.623
94.773,92.58631,94.754,94.76,91.773,93.239
94.216,94.66132,94.207,94.215,94.296,94.623
94.589,95.51885,94.606,94.614,94.934,95.007
94.589,95.53343,94.606,94.614,94.934,95.007
94.739,95.1184,94.76,94.751,95.568,94.969
95.941,97.01403,96.541,96.31,95.986,95.727
94.949,95.08124,94.976,95.008,93.116,95.154
95.242,96.31727,95.449,95.408,98.086,95.929
94.216,94.61981,94.207,94.215,94.296,94.623
94.739,95.11611,94.76,94.751,95.568,94.969
94.698,94.92098,94.645,94.659,95.255,94.791
94.216,94.61406,94.207,94.215,94.296,94.623
93.847,93.63786,93.775,93.764,92.902,93.625
94.672,95.40734,94.741,94.713,94.809,95.022
94.703,94.83878,94.658,94.649,95.33,94.802
93.806,94.88346,93.877,93.821,96.322,94.508
95.242,96.3065,95.449,95.408,98.086,95.929
95.242,96.32121,95.449,95.408,98.086,95.929
95.242,96.32664,95.449,95.408,98.086,95.929
94.216,94.6389,94.207,94.215,94.296,94.623
94.698,94.86397,94.645,94.659,95.255,94.791
93.806,94.91402,93.877,93.821,96.322,94.508
94.589,95.49934,94.606,94.614,94.934,95.007
94.589,95.48654,94.606,94.614,94.934,95.007
94.643,96.0996,94.781,94.714,96.768,94.941
93.808,94.83525,93.887,93.838,96.033,94.51
94.216,94.61642,94.207,94.215,94.296,94.623
95.242,96.33513,95.449,95.408,98.086,95.929
94.643,96.14731,94.781,94.714,96.768,94.941
94.216,94.62427,94.207,94.215,94.296,94.623
94.773,92.50314,94.754,94.76,91.773,93.239
94.698,94.87523,94.645,94.659,95.255,94.791
93.806,94.8796,93.877,93.821,96.322,94.508
94.216,94.58753,94.207,94.215,94.296,94.623
94.219,94.3227,94.414,94.309,92.115,93.737
93.806,94.88821,93.877,93.821,96.322,94.508
95.242,96.30716,95.449,95.408,98.086,95.929
95.242,96.34984,95.449,95.408,98.086,95.929
96.13,96.10043,96.195,96.212,95.436,95.846
95.384,95.56488,95.476,95.499,94.572,95.542
94.728,94.768,94.666,94.681,93.977,94.739
94.698,94.87476,94.645,94.659,95.255,94.791
94.216,94.58823,94.207,94.215,94.296,94.623
94.589,95.48046,94.606,94.614,94.934,95.007
93.494,92.49303,93.42,93.421,90.523,92.843
94.643,96.12127,94.781,94.714,96.768,94.941
93.938,95.1474,93.92,93.919,96.362,94.605
94.216,94.61224,94.207,94.215,94.296,94.623
95.242,96.3334,95.449,95.408,98.086,95.929
95.242,96.33667,95.449,95.408,98.086,95.929
94.216,94.62727,94.207,94.215,94.296,94.623
95.096,94.75292,95.553,95.534,95.741,95.04
93.806,94.84963,93.877,93.821,96.322,94.508
93.847,93.59884,93.775,93.764,92.902,93.625
94.942,94.47545,95.2,95.126,94.194,94.386
94.817,95.17062,94.872,94.839,96.427,95.053
93.806,94.90596,93.877,93.821,96.322,94.508
94.739,95.11174,94.76,94.751,95.568,94.969
95.242,96.33824,95.449,95.408,98.086,95.929
94.814,96.09167,95.195,95.087,97.14,95.583
94.771,94.73194,94.853,94.862,95.604,94.696
94.756,94.41487,94.744,94.768,91.947,94.519
94.216,94.62057,94.207,94.215,94.296,94.623
93.847,93.66617,93.775,93.764,92.902,93.625
93.806,94.8602,93.877,93.821,96.322,94.508
95.048,95.15284,95.065,95.001,93.576,95.262
93.806,94.84634,93.877,93.821,96.322,94.508
95.242,96.35843,95.449,95.408,98.086,95.929
95.242,96.33471,95.449,95.408,98.086,95.929
93.823,92.65994,93.889,93.859,91.979,93.167
94.216,94.60379,94.207,94.215,94.296,94.623
94.74,94.62807,94.641,94.662,93.68,94.696
93.876,93.6468,94.109,94.007,90.515,93.523
93.847,93.62336,93.775,93.764,92.902,93.625
93.806,94.90681,93.877,93.821,96.322,94.508
95.176,94.84405,95.661,95.655,93.247,95.104
95.021,96.69552,95.157,95.063,97.355,95.31
95.242,96.37241,95.449,95.408,98.086,95.929
95.242,96.31696,95.449,95.408,98.086,95.929
94.644,94.31236,94.461,94.535,95.558,94.7
94.216,94.60066,94.207,94.215,94.296,94.623
94.698,94.85504,94.645,94.659,95.255,94.791
94.224,94.2267,94.174,94.205,94.277,94.46
93.847,93.63328,93.775,93.764,92.902,93.625
94.208,92.82013,94.074,94.167,93.084,93.531
94.649,95.48035,94.647,94.668,95.546,94.976
95.024,95.86505,95.178,95.096,97.367,95.601
95.006,95.4499,95.143,95.119,96.903,95.471
95.242,96.31512,95.449,95.408,98.086,95.929
94.216,94.60239,94.207,94.215,94.296,94.623
94.216,94.60453,94.207,94.215,94.296,94.623
95.22,94.6528,95.652,95.648,91.477,94.985
93.806,94.85995,93.877,93.821,96.322,94.508
93.847,93.63809,93.775,93.764,92.902,93.625
94.589,95.53323,94.606,94.614,94.934,95.007
94.643,96.13597,94.781,94.714,96.768,94.941
95.242,96.33488,95.449,95.408,98.086,95.929
94.218,94.72296,94.217,94.231,99.655,94.627
95.242,96.31962,95.449,95.408,98.086,95.929
94.879,94.15531,94.976,95.004,93.903,94.572
94.216,94.63173,94.207,94.215,94.296,94.623
94.698,94.8584,94.645,94.659,95.255,94.791
93.806,94.87954,93.877,93.821,96.322,94.508
94.578,95.04767,94.57,94.57,94.375,94.897
94.589,95.50995,94.606,94.614,94.934,95.007
94.784,94.89805,94.766,94.77,92.356,94.871
95.242,96.32626,95.449,95.408,98.086,95.929
94.218,94.67019,94.217,94.231,99.655,94.627
96.171,96.26312,96.311,96.303,99.641,95.975
94.216,94.61936,94.207,94.215,94.296,94.623
94.698,94.86079,94.645,94.659,95.255,94.791
94.583,94.2155,94.48,94.55,91.076,94.397
94.216,94.60444,94.207,94.215,94.296,94.623
94.894,95.66684,94.819,94.951,95.172,95.196
93.746,94.48785,93.835,93.777,94.635,94.388
95.169,94.9048,95.651,95.632,96.044,95.113
95.242,96.33424,95.449,95.408,98.086,95.929
95.242,96.337,95.449,95.408,98.086,95.929
96.171,96.20362,96.311,96.303,99.641,95.975
94.216,94.6508,94.207,94.215,94.296,94.623
94.216,94.60976,94.207,94.215,94.296,94.623
94.455,94.0375,94.212,94.326,94.715,94.301
93.806,94.82019,93.877,93.821,96.322,94.508
93.847,93.64637,93.775,93.764,92.902,93.625
94.589,95.51874,94.606,94.614,94.934,95.007
94.643,96.12165,94.781,94.714,96.768,94.941
95.242,96.32686,95.449,95.408,98.086,95.929
95.242,96.34499,95.449,95.408,98.086,95.929
95.242,96.33346,95.449,95.408,98.086,95.929
94.698,94.89234,94.645,94.659,95.255,94.791
94.216,94.62848,94.207,94.215,94.296,94.623
94.698,94.88484,94.645,94.659,95.255,94.791
93.806,94.85041,93.877,93.821,96.322,94.508
94.589,95.52084,94.606,94.614,94.934,95.007
95.066,94.80264,95.394,95.282,93.877,94.479
94.703,95.95176,94.811,94.761,96.677,94.865
95.242,96.34172,95.449,95.408,98.086,95.929
94.216,94.59299,94.207,94.215,94.296,94.623
94.216,94.62444,94.207,94.215,94.296,94.623
96.13,96.1026,96.195,96.212,95.436,95.846
94.216,94.60596,94.207,94.215,94.296,94.623
94.773,92.54353,94.754,94.76,91.773,93.239
94.388,94.58805,94.378,94.454,94.147,94.686
94.589,95.51649,94.606,94.614,94.934,95.007
93.806,94.89668,93.877,93.821,96.322,94.508
93.806,94.88399,93.877,93.821,96.322,94.508
95.242,96.32825,95.449,95.408,98.086,95.929
95.635,95.32371,95.767,95.763,94.49,95.56
95.242,96.36634,95.449,95.408,98.086,95.929
94.216,94.63206,94.207,94.215,94.296,94.623
94.216,94.61127,94.207,94.215,94.296,94.623
94.821,94.75897,94.763,94.766,90.012,94.773
93.806,94.88409,93.877,93.821,96.322,94.508
94.589,95.51572,94.606,94.614,94.934,95.007
94.589,95.516,94.606,94.614,94.934,95.007
94.703,95.92052,94.811,94.761,96.677,94.865
95.242,96.32884,95.449,95.408,98.086,95.929
95.242,96.32525,95.449,95.408,98.086,95.929
96.041,96.06341,96.082,96.129,94.784,95.714
94.216,94.58336,94.207,94.215,94.296,94.623
94.619,94.55657,94.411,94.439,93.69,94.477
94.698,94.84883,94.645,94.659,95.255,94.791
93.806,94.86804,93.877,93.821,96.322,94.508
93.847,93.67454,93.775,93.764,92.902,93.625
94.589,95.51427,94.606,94.614,94.934,95.007
94.685,95.01737,94.694,94.672,94.936,94.821
94.698,94.85452,94.645,94.659,95.255,94.791
95.242,96.28905,95.449,95.408,98.086,95.929
95.242,96.3767,95.449,95.408,98.086,95.929
95.242,96.32426,95.449,95.408,98.086,95.929
94.216,94.60083,94.207,94.215,94.296,94.623
94.698,94.84896,94.645,94.659,95.255,94.791
94.216,94.64713,94.207,94.215,94.296,94.623
94.76,95.1621,94.781,94.781,94.679,95.002
93.806,94.84661,93.877,93.821,96.322,94.508
94.748,94.61134,94.664,94.668,93.524,94.699
94.739,95.07171,94.76,94.751,95.568,94.969
94.218,94.66416,94.217,94.231,99.655,94.627
95.242,96.34178,95.449,95.408,98.086,95.929
95.242,96.36207,95.449,95.408,98.086,95.929
94.216,94.59219,94.207,94.215,94.296,94.623
95.135,94.60114,95.546,95.563,94.71,94.93
94.216,94.62812,94.207,94.215,94.296,94.623
94.589,95.54401,94.606,94.614,94.934,95.007
93.806,94.8779,93.877,93.821,96.322,94.508
94.643,96.17677,94.781,94.714,96.768,94.941
93.806,94.89332,93.877,93.821,96.322,94.508
94.218,94.6741,94.217,94.231,99.655,94.627
96.171,96.23627,96.311,96.303,99.641,95.975
95.242,96.26695,95.449,95.408,98.086,95.929
94.216,94.57792,94.207,94.215,94.296,94.623
94.745,95.08558,94.738,94.69,95.604,94.985
94.216,94.61326,94.207,94.215,94.296,94.623
94.589,95.51728,94.606,94.614,94.934,95.007
93.806,94.87416,93.877,93.821,96.322,94.508
95.182,94.8276,95.674,95.645,94.436,95.113
95.242,96.29468,95.449,95.408,98.086,95.929
95.242,96.35645,95.449,95.408,98.086,95.929
95.242,96.34965,95.449,95.408,98.086,95.929
94.216,94.6195,94.207,94.215,94.296,94.623
94.703,94.81891,94.658,94.649,95.33,94.802
94.698,94.87506,94.645,94.659,95.255,94.791
93.806,94.83723,93.877,93.821,96.322,94.508
94.589,95.50819,94.606,94.614,94.934,95.007
93.806,94.89674,93.877,93.821,96.322,94.508
94.643,96.12223,94.781,94.714,96.768,94.941
95.242,96.33863,95.449,95.408,98.086,95.929
94.048,94.46385,93.991,94.027,98.329,94.476
96.171,96.26536,96.311,96.303,99.641,95.975
94.216,94.5775,94.207,94.215,94.296,94.623
94.817,95.21309,94.872,94.839,96.427,95.053
94.698,94.83934,94.645,94.659,95.255,94.791
93.807,94.41597,93.865,93.823,94.527,94.252
94.589,95.47451,94.606,94.614,94.934,95.007
93.806,94.88967,93.877,93.821,96.322,94.508
94.703,95.90033,94.811,94.761,96.677,94.865
94.455,94.01667,94.212,94.326,94.715,94.301
94.216,94.60156,94.207,94.215,94.296,94.623
95.152,95.69695,95.335,95.325,95.813,95.572
95.242,96.3278,95.449,95.408,98.086,95.929
94.216,94.62767,94.207,94.215,94.296,94.623
94.739,95.10001,94.76,94.751,95.568,94.969
93.385,90.62931,93.298,93.29,87.933,91.684
93.847,93.66448,93.775,93.764,92.902,93.625
93.867,94.78336,93.907,93.868,96.196,94.366
94.789,94.89183,94.779,94.76,93.548,94.879
94.698,94.86665,94.645,94.659,95.255,94.791
94.216,94.59433,94.207,94.215,94.296,94.623
95.788,96.07384,96.151,96.049,96.405,95.93
95.242,96.35961,95.449,95.408,98.086,95.929
94.216,94.62464,94.207,94.215,94.296,94.623
94.779,94.66605,94.664,94.705,90.023,94.713
94.216,94.60502,94.207,94.215,94.296,94.623
94.589,95.50084,94.606,94.614,94.934,95.007
93.806,94.85639,93.877,93.821,96.322,94.508
94.781,94.97251,94.769,94.738,95.582,94.887
95.242,96.31074,95.449,95.408,98.086,95.929
94.452,95.13959,94.514,94.504,94.574,94.911
96.175,95.99779,96.201,96.231,95.746,95.827
95.242,96.3387,95.449,95.408,98.086,95.929
94.821,94.75958,94.763,94.766,90.012,94.773
94.698,94.90667,94.645,94.659,95.255,94.791
94.177,93.60962,94.069,94.127,93.342,94.08
94.216,94.60555,94.207,94.215,94.296,94.623
93.806,94.89059,93.877,93.821,96.322,94.508
94.643,96.13524,94.781,94.714,96.768,94.941
95.242,96.32398,95.449,95.408,98.086,95.929
94.218,94.69666,94.217,94.231,99.655,94.627
94.216,94.60392,94.207,94.215,94.296,94.623
94.643,96.15074,94.781,94.714,96.768,94.941
95.242,96.30766,95.449,95.408,98.086,95.929
94.773,92.52977,94.754,94.76,91.773,93.239
94.748,94.62507,94.664,94.668,93.524,94.699
94.216,94.63339,94.207,94.215,94.296,94.623
94.58,95.29341,94.591,94.594,95.007,94.967
94.589,95.5243,94.606,94.614,94.934,95.007
93.808,94.82348,93.887,93.838,96.033,94.51
94.753,95.35293,94.838,94.774,97.737,95.088
94.414,94.73523,94.388,94.53,95.024,94.761
95.242,96.39813,95.449,95.408,98.086,95.929
95.242,96.35639,95.449,95.408,98.086,95.929
94.776,94.92991,94.756,94.747,95.803,94.877
94.698,94.86211,94.645,94.659,95.255,94.791
94.216,94.6229,94.207,94.215,94.296,94.623
94.216,94.60126,94.207,94.215,94.296,94.623
94.589,95.53185,94.606,94.614,94.934,95.007
95.298,94.83764,95.771,95.753,91.515,95.086
94.742,94.65557,94.651,94.678,93.701,94.69
94.218,94.66182,94.217,94.231,99.655,94.627
95.242,96.32551,95.449,95.408,98.086,95.929
94.216,94.62999,94.207,94.215,94.296,94.623
94.216,94.64065,94.207,94.215,94.296,94.623
94.654,94.798,94.595,94.607,95.597,94.588
93.806,94.86097,93.877,93.821,96.322,94.508
94.589,95.50446,94.606,94.614,94.934,95.007
94.589,95.50608,94.606,94.614,94.934,95.007
94.84,94.26214,94.86,94.928,88.571,94.566
95.242,96.357,95.449,95.408,98.086,95.929
93.806,94.87615,93.877,93.821,96.322,94.508
96.344,95.82093,96.898,96.87,96.495,95.983
95.242,96.34014,95.449,95.408,98.086,95.929
94.216,94.62864,94.207,94.215,94.296,94.623
94.742,94.63959,94.651,94.678,93.701,94.69
93.806,94.86995,93.877,93.821,96.322,94.508
94.589,95.50432,94.606,94.614,94.934,95.007
94.177,93.60014,94.069,94.127,93.342,94.08
95.242,96.30131,95.449,95.408,98.086,95.929
95.242,96.3079,95.449,95.408,98.086,95.929
95.242,96.29524,95.449,95.408,98.086,95.929
95.788,96.1006,96.151,96.049,96.405,95.93
95.242,96.34266,95.449,95.408,98.086,95.929
94.216,94.61941,94.207,94.215,94.296,94.623
94.698,94.85086,94.645,94.659,95.255,94.791
94.216,94.60797,94.207,94.215,94.296,94.623
94.216,94.61102,94.207,94.215,94.296,94.623
93.806,94.92556,93.877,93.821,96.322,94.508
95.137,95.01533,95.668,95.626,96.118,95.212
95.242,96.33901,95.449,95.408,98.086,95.929
93.806,94.86002,93.877,93.821,96.322,94.508
95.242,96.33842,95.449,95.408,98.086,95.929
95.118,95.50795,95.3,95.221,96.671,95.489
94.207,92.7797,94.048,94.114,94.283,93.548
94.698,94.86132,94.645,94.659,95.255,94.791
94.216,94.63127,94.207,94.215,94.296,94.623
94.599,95.52648,94.671,94.647,95.217,95.059
93.806,94.87265,93.877,93.821,96.322,94.508
95.181,96.2509,95.407,95.363,97.871,95.767
95.242,96.31258,95.449,95.408,98.086,95.929
95.242,96.34851,95.449,95.408,98.086,95.929
95.152,95.60451,95.335,95.325,95.813,95.572
94.644,94.32839,94.461,94.535,95.558,94.7
94.254,93.68294,94.273,94.228,93.536,94.344
94.776,94.9356,94.756,94.747,95.803,94.877
94.22,94.78296,94.227,94.247,99.576,94.627
94.589,95.518,94.606,94.614,94.934,95.007
94.589,95.49337,94.606,94.614,94.934,95.007
95.219,94.95407,95.668,95.663,94.942,95.138
94.742,94.90372,94.712,94.676,95.787,94.828
94.218,94.69678,94.217,94.231,99.655,94.627
